"","cluster","Age","EducationYears","IncomeIndLog","EmploymentLength","ARPU_Log"
"1",1,-0.34091207894814,1.05382546374927,0.272913158534008,-0.593236848300619,0.879343768608125
"2",2,1.15037149857225,-0.164598902741099,0.807172288019788,1.57156709571326,0.54285803657114
"3",3,-1.12876000669476,-0.164598902741099,-0.846302073762978,-0.902494554588316,-0.890694840442406
"4",4,0.559485552762281,-0.469204994363691,0.0919843953776912,0.0252785642747745,-0.505405788248101
